spinout_id,year,founded,state,intel_ipr,intel_ownership,intel_capital,others_capital,round_cvc,total_cvc,sic,intel_industry,founder_executive,founders_exp,founders_seniority,founders_kn_spec,patents,uspc_classes,claims,backward_citations,forward_citations,human_capital,intel_specific_human_capital,social_capital,intel_specific_social_capital,acquired,closed,founding_team,employees
1714,2012,2008,CA,0,0,0,0,0,0,ND,0,1,0,14,1,0,,0,0,0,0,0,0,0,0,0,1,0
1714,2013,2008,CA,0,0,0,0,0,0,ND,0,1,0,14,1,0,,0,0,0,0,0,0,0,0,1,1,0
1739,2000,2000,CA,0,0,0,1,0,0,3577,1,1,0,1,0,0,,0,0,0,.25,.25,.25,0,0,0,1,1
1739,2001,2000,CA,0,0,0,1,8600000,8600000,3577,1,1,0,1,0,0,,0,0,0,.1875,.1875,.1875,0,0,0,2,2
1739,2002,2000,CA,0,0,0,1,0,8600000,3577,1,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,2,3
1739,2003,2000,CA,0,0,0,1,8600000,17200000,3577,1,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,2,3
1739,2004,2000,CA,0,0,0,1,0,17200000,3577,1,1,0,1,0,0,,0,0,0,0,0,0,0,1,0,2,5
1780,2001,2001,OR,0,0,0,0,0,0,ND,0,0,0,12,1,0,,0,0,0,0,0,0,0,0,0,1,0
1780,2002,2001,OR,0,0,0,0,0,0,ND,0,0,0,12,1,0,,0,0,0,0,0,0,0,0,0,1,0
1780,2003,2001,OR,0,0,0,0,0,0,ND,0,0,0,12,1,0,,0,0,0,0,0,0,0,0,0,1,0
1780,2004,2001,OR,0,0,0,0,0,0,ND,0,0,0,12,1,0,,0,0,0,0,0,0,0,0,0,1,0
1780,2005,2001,OR,0,0,0,0,0,0,ND,0,0,0,12,1,0,,0,0,0,0,0,0,0,0,0,1,0
1780,2006,2001,OR,0,0,0,0,0,0,ND,0,0,0,12,1,0,,0,0,0,0,0,0,0,0,1,1,0
1781,2003,2003,TX,0,0,0,1,12472800,12472800,3674,1,1,1,19,1,0,,0,0,0,14.1875,10.375,21.5,0,0,1,1,2
1789,2005,2005,CA,0,0,0,0,0,0,ND,0,0,0,6,1,0,,0,0,0,0,0,0,0,0,0,1,0
1789,2006,2005,CA,0,0,0,0,0,0,ND,0,0,0,6,1,0,,0,0,0,0,0,0,0,0,0,1,0
1789,2007,2005,CA,0,0,0,0,0,0,ND,0,0,0,6,1,0,,0,0,0,0,0,0,0,0,0,1,0
1789,2008,2005,CA,0,0,0,0,0,0,ND,0,0,0,6,1,0,,0,0,0,0,0,0,0,0,0,1,0
1789,2009,2005,CA,0,0,0,0,0,0,ND,0,0,0,6,1,0,,0,0,0,0,0,0,0,0,0,1,0
1789,2010,2005,CA,0,0,0,0,0,0,ND,0,0,0,6,1,0,,0,0,0,0,0,0,0,0,1,1,0
